t_min,t_max
53976.6800358,53976.6948627
53977.213288,53977.2281149
53977.3465058,53977.3613327
53977.4801169,53977.4949438
53977.6132302,53977.6280572
53978.2123969,53978.2125853
53978.2288091,53978.2303283
53981.4104758,53981.4106638
53981.4268876,53981.4284068
53983.476008,53983.4761961
53983.4924202,53983.4939394
53985.229515,53985.2354298
53986.6210896,53986.629678
53987.6868652,53987.6954536
53991.3377215,53991.3463086
53993.0254067,53993.0339951
53996.3394459,53996.3454418
53997.0537515,53997.0599443
53997.3982307,53997.4069232
53997.8202911,53997.8290066
53998.3306844,53998.3392614
53998.853057,53998.8617499
53999.3298281,53999.3384047
53999.7082655,53999.7173632
53999.9153604,53999.9244814
54000.0514022,54000.0600947
54000.1863674,54000.1956388
54000.4622585,54000.4709625
54010.4581037,54010.4627455
54010.6150018,54010.6209977
54011.2484859,54011.2549677
54012.0380344,54012.0443544
54015.1738444,54015.1803266
54018.9448168,54018.951299
54021.9368772,54021.9429308
54021.9898865,54021.9959401
54026.9449676,54026.9537527
54037.7345958,54037.738543
54040.0872242,54040.0959634
54041.0110205,54041.0151993
54041.571912,54041.575859
54042.4300717,54042.4360675
54042.9302453,54042.9389956
54047.2940999,54047.3027232
54047.9044125,54047.9102113
54047.9191347,54047.9249335
54048.2930351,54048.3016583
54049.303741,54049.3123643
54049.8878614,54049.8973991
54051.5757412,54051.5803839
54059.8634284,54059.8727694
54060.467144,54060.475628
54060.9364725,54060.9452576
54067.0465766,54067.0550609
54067.8598869,54067.8603646
54067.862271,54067.8627487
54074.7752926,54074.7839618
54077.5570519,54077.5658021
54079.5643085,54079.5720173
54087.6205104,54087.6291807
54089.49476,54089.4988347
54090.1876537,54090.1964618
54092.5613456,54092.5654203
54096.3111722,54096.3205129
54097.261913,54097.2679084
54099.2415078,54099.2506055
54101.2243319,54101.2330244
54101.900443,54101.9091355
54102.0828967,54102.0868218
54102.3255704,54102.3343207
54103.0820405,54103.09071
54103.3329435,54103.3375852
54103.8983487,54103.9045411
54105.8991701,54105.9032449
54108.0955475,54108.1029671
54108.5563231,54108.5624693
54109.2267283,54109.2352123
54109.758962,54109.7674463
54112.69028,54112.6979889
54112.8239968,54112.831416
54113.8764042,54113.8848882
54114.1497027,54114.1581871
54114.9366935,54114.94093
54115.7527468,54115.7612308
54116.9409179,54116.9494023
54117.7351657,54117.7436497
54117.939493,54117.9479774
54119.733059,54119.7415434
54121.4645753,54121.4730597
54122.6795405,54122.68696
54122.7457212,54122.7531408
54124.4001194,54124.4075386
54124.4613796,54124.4687989
54124.5942975,54124.6017171
54124.6779783,54124.6853974
54124.7434875,54124.7509067
54125.5268553,54125.5353397
54125.7266124,54125.7350967
54125.8755824,54125.8840667
54126.3082098,54126.3142863
54126.8080127,54126.8164971
54127.4583024,54127.4667867
55028.3835949,55028.3856903
55028.4500993,55028.4521948
55028.5173101,55028.5194055
55028.5836412,55028.5857363
55028.7218471,55028.7239426
55029.1284097,55029.1415007
55030.049023,55030.0511185
55030.115736,55030.1178315
55030.1824838,55030.1845792
55030.2486412,55030.2507366
55030.3147753,55030.3168707
55030.3820093,55030.3841044
55030.857889,55030.8599841
55030.914243,55030.9163381
55030.9803656,55030.9824611
55031.5071827,55031.5092781
55031.5850067,55031.5871022
55031.637229,55031.6393244
55031.7878427,55031.7899377
55031.8519512,55031.8540466
55031.9183749,55031.9204703
55040.5347639,55040.5354585
55045.0242545,55045.0307944
55045.5273565,55045.5277037
55045.9202616,55045.9303533
55046.0318358,55046.032183
55046.1478891,55046.1485833
55048.4527617,55048.4534559
55048.8264539,55048.8271481
55048.9997872,55049.0001344
55050.0043128,55050.0131667
55050.1437109,55050.1440578
55050.5940813,55050.5947755
55050.8420439,55050.850933
55051.1414774,55051.1479362
55051.2072992,55051.2143947
55052.0104932,55052.0108404
55052.1351461,55052.1444052
55056.2786991,55056.2788726
55058.3289424,55058.3292896
55058.9843357,55058.984683
55059.6614191,55059.6617663
55059.9533287,55059.9610833
55062.5534446,55062.553537
55062.686338,55062.6864304
55065.127196,55065.1275432
55070.6232952,55070.6236424
55082.9031219,55082.9034691
55083.3969993,55083.3976935
55085.1106446,55085.11274
55087.9697189,55087.9704131
55094.9660727,55094.9681682
55095.3669302,55095.3672774
55101.4630646,55101.4634115
55103.291398,55103.2917448
55109.2735043,55109.2738515
55110.2036894,55110.2129718
55110.5328446,55110.549627
55110.734025,55110.7510389
55111.4679139,55111.4851592
55119.8078327,55119.8099281
55121.2051368,55121.2053103
55128.7151942,55128.7222204
55130.2614218,55130.261769
55133.3846973,55133.3850445
55134.246584,55134.2472782
55135.1189676,55135.1210627
55141.4320353,55141.4381118
55144.1040494,55144.1043966
55144.4510168,55144.4511903
55145.0429383,55145.0436325
55147.059489,55147.0672436
55148.0492575,55148.052151
55149.9624059,55149.9627531
55150.5858089,55150.5861561
55150.8597326,55150.8698483
55150.9401259,55150.9502416
55151.293494,55151.2941883
55152.4227648,55152.423112
55155.3863874,55155.3865609
55156.0859941,55156.0861675
55159.1940033,55159.1943505
55162.9132855,55162.9136327
55164.0961792,55164.0965264
55177.4704149,55177.4762141
55191.9433443,55191.9517929
55191.9434018,55191.951458
55192.5052418,55192.5073359
55192.968471,55192.9705665
55193.1100687,55193.1102422
55194.0718972,55194.0803463
55194.0819895,55194.0900458
55195.3085639,55195.3089111
55198.4482861,55198.4489807
55224.9427082,55224.9430553
55225.4012032,55225.4032986
55238.9840399,55238.9928937
55239.5140735,55239.516169
55244.3073499,55244.307373
55244.3166554,55244.3167134
55244.3275814,55244.3279286
55248.2320721,55248.2363719
55249.3912615,55249.3956603
55250.9233451,55250.9337619
55250.9476504,55250.9575585
55251.9216669,55251.9320837
55251.9459723,55251.9558803
55253.4695486,55253.478797
55254.2352665,55254.2356137
55256.3746412,55256.3838548
55256.5078127,55256.5170263
55259.0746423,55259.083531
55268.1497578,55268.1600239
55280.6965169,55280.7009272
55284.2119338,55284.216378
55284.5447001,55284.5535543
55285.2558226,55285.2561698
55287.5535539,55287.5579294
55287.6139243,55287.6182998
55287.6804984,55287.6848738
55287.7532528,55287.7576283
55295.3189022,55295.3232016
55295.3893533,55295.3936705
55298.9054762,55298.9096312
55305.9707192,55305.9710664
55307.4009967,55307.4030918
55309.0073738,55309.0094692
55312.1178951,55312.125696
55320.786066,55320.7949904
55320.9330338,55320.9388326
55322.2816802,55322.2919348
55323.6521308,55323.6609974
55324.7180567,55324.7269811
55328.676252,55328.6865067
55330.6235206,55330.6323748
55335.1430225,55335.1497595
55335.2044925,55335.2118658
55335.7077796,55335.7159169
55335.845731,55335.8521435
55335.9115644,55335.9186135
55335.9781499,55335.9851977
55336.0407425,55336.0488798
55336.8263795,55336.8306385
55340.3879883,55340.3886826
55346.3339726,55346.3382898
55348.3891115,55348.3989031
55349.8715074,55349.8814609
55349.9354744,55349.9450243
55353.7624207,55353.7645161
55353.8720745,55353.8794239
55355.1577796,55355.1598737
55355.6318081,55355.6415998
55359.7092156,55359.7095628
55365.8512987,55365.8533942
55367.2798637,55367.2800372
55372.7067858,55372.707133
55374.8815195,55374.8822137
55377.176785,55377.1859175
55380.1091576,55380.1182901
55386.415015,55386.4242974
55388.4228968,55388.4295059
55389.7778619,55389.7821563
55389.9111604,55389.9154552
55390.7776768,55390.7819699
55390.9109523,55390.9152467
55391.2772139,55391.2775611
55392.6431512,55392.6474455
55392.7763907,55392.7806852
55392.9095979,55392.9138926
55393.5756034,55393.5798966
55393.7087879,55393.7130822
55398.9016005,55398.9058948
55399.0821675,55399.0864618
55399.9665771,55399.9708715
55400.4324801,55400.4367744
55400.964459,55400.9687537
55401.5639497,55401.5682444
55401.6032208,55401.6053159
55401.8961953,55401.9004896
55402.0767623,55402.0810567
55402.961693,55402.9659874
55403.8270171,55403.8313115
55404.0158479,55404.0201426
55404.3452923,55404.349587
55404.4887301,55404.4908252
55404.6256627,55404.6299574
55404.7328849,55404.7330126
55404.8918664,55404.8961611
55405.0710679,55405.0753626
55405.7570401,55405.7613348
55405.8901419,55405.8944363
55406.6527816,55406.6534762
55406.6549808,55406.6607676
55413.7491239,55413.7512194
55415.540235,55415.5445294
55415.6733254,55415.6776198
55415.8064272,55415.8107216
55419.5278739,55419.5321686
55419.7018091,55419.7039046
55420.7976195,55420.8019138
55421.0638924,55421.0681868
55421.6592745,55421.6635339
55421.7964158,55421.8007101
55421.9385684,55421.9406638
55422.0627698,55422.0670642
55423.3060798,55423.3081753
55423.9267628,55423.9310572
55423.9713695,55423.9734646
55426.3666823,55426.3766358
55426.3667398,55426.376289
55431.3371922,55431.3445183
55431.8310798,55431.8331753
55431.8697266,55431.8770531
55432.2688933,55432.2762197
55432.7348655,55432.742192
55434.0706063,55434.0779327
55434.7314977,55434.7388238
55439.8045533,55439.8052475
55462.3895762,55462.3971809
55462.456127,55462.4635928
55482.2207113,55482.2252133
55482.957505,55482.9576441
55482.9582691,55482.9602367
55482.9608617,55482.9628292
55487.8983615,55487.9055725
55491.3382341,55491.3447217
55491.4039515,55491.4104395
55491.46894,55491.474311
55493.1688715,55493.169612
55502.3522276,55502.3588949
55504.6156075,55504.6214524
55511.7213828,55511.7361753
55511.7893806,55511.8037097
55512.8518457,55512.8661753
55512.9223202,55512.9371127
55515.3884092,55515.3930386
55518.9803528,55518.9862327
55521.7178528,55521.7208275
55522.8124939,55522.8154686
55524.1608744,55524.1652494
55534.9316714,55534.9382114
55544.2808856,55544.2863361
55546.81055,55546.8160018
55547.1370082,55547.1433862
55548.1822282,55548.1876803
55551.1147052,55551.120157
55551.2731889,55551.2795666
55552.0393586,55552.0400532
55552.2085593,55552.214011
55555.052634,55555.0580858
55555.1419858,55555.1506783
55555.6057473,55555.6111995
55556.0516966,55556.0571472
55556.7236988,55556.7291506
55557.7348562,55557.7496487
55559.4694047,55559.4748565
55560.1325992,55560.1389772
55560.267634,55560.2730857
55560.4012914,55560.4067432
55560.5344162,55560.5398683
55561.2000529,55561.205505
55561.3331662,55561.3386183
55561.4662914,55561.4717432
55562.1318932,55562.137345
55562.2650066,55562.2704587
55562.3981199,55562.4035721
55563.5954929,55563.610285
55563.7114073,55563.7257369
55564.5302614,55564.5357132
55566.4578655,55566.4633172
55569.3193818,55569.3248335
55569.4524603,55569.4579124
55569.6297984,55569.6352502
55570.5585599,55570.5640117
55570.7623447,55570.7677965
55570.9164651,55570.9219169
55571.3823214,55571.3877735
55572.0477151,55572.0531669
55572.1808747,55572.1863265
55572.4470436,55572.4524954
55572.7743933,55572.779845
55573.8445207,55573.8499724
55573.9776212,55573.9830732
55574.9086873,55574.9141391
55575.3085484,55575.3140002
55575.4416384,55575.4470906
55575.6816155,55575.6817432
55576.3732821,55576.3787339
55577.5045321,55577.5099839
55578.3696132,55578.375065
55578.5639418,55578.5693939
55578.9019962,55578.907448
55586.2884564,55586.2939082
55586.4215464,55586.4269985
55587.2200534,55587.2255056
55587.3505164,55587.3568945
55588.9288034,55588.9342552
55589.1497064,55589.1551582
55589.2827953,55589.288247
55590.214359,55590.2198111
55591.2124379,55591.21789
55591.6459331,55591.652473
55593.7056788,55593.7102272
55598.372079,55598.3722067
55601.0340464,55601.0394985
55601.8391508,55601.8446026
55603.2450997,55603.2595796
55603.2601583,55603.2740474
55603.7383876,55603.7538044
55603.8186416,55603.8344985
55603.8676124,55603.883573
55603.9542883,55603.9701456
55617.8196724,55617.8246841
55618.5717906,55618.576177
55621.4253672,55621.4312475
55632.1556229,55632.1603679
55634.8114215,55634.8253101
55634.827798,55634.8422779
55637.921363,55637.9289677
55638.9196156,55638.9272203
55642.2895926,55642.2938286
55643.7656223,55643.7687014
55648.8870811,55648.8940253
55648.8942104,55648.8995811
55648.9619767,55648.9684632
55649.0285852,55649.0350733
55654.2470112,55654.2500903
55654.3977638,55654.4036437
55663.9276249,55663.9335048
55668.0780651,55668.0884939
55668.4466185,55668.4624525
55668.7195814,55668.7254617
55680.3559133,55680.3601031
55692.8939689,55692.9108901
55693.0358322,55693.0527535
55694.3949874,55694.4105083
55694.4777068,55694.4936685
55694.5264111,55694.5424757
55694.6107842,55694.626744
55695.2769203,55695.2924409
55695.3914916,55695.407453
55695.4092118,55695.4252768
55695.5245705,55695.5405319
55698.1301838,55698.1353348
55698.1967346,55698.2018856
55698.2632959,55698.2684458
55698.3298364,55698.3349874
55698.3963875,55698.4015385
55711.6460171,55711.6548833
55715.7383549,55715.744617
55726.0432054,55726.0435526
55726.0725224,55726.0808559
55727.5035758,55727.5189926
55727.5862144,55727.6020718
55740.6946875,55740.6947569
55742.1058789,55742.1101732
55742.9031937,55742.9074881
55743.9012722,55743.905567
55744.0343511,55744.0386455
55744.1677656,55744.1720599
55745.4855671,55745.4856366
55745.9638304,55745.9681247
55748.0263533,55748.0306481
55749.0243278,55749.0286225
55749.1573604,55749.1616547
55750.7541088,55750.7584032
55751.7379051,55751.7421995
55752.6115855,55752.6158802
55752.7499651,55752.7542595
55752.883044,55752.8873384
55755.6052662,55755.6095606
55755.8766781,55755.8809724
55756.6031944,55756.6074887
55756.6697799,55756.676042
55756.8082739,55756.8125687
55757.6737384,55757.6780328
55757.8068632,55757.811158
55758.5187499,55758.5230443
55759.3173725,55759.3216669
55759.5774536,55759.581748
55759.6562847,55759.6662969
55762.0853588,55762.0912387
55764.660347,55764.6646417
55764.7934144,55764.7977087
55767.8781837,55767.8935194
55767.8952892,55767.9099411
55767.9575122,55767.9752668
55767.9575692,55767.9752206
55768.0259615,55768.0418413
55768.0260184,55768.0417946
55768.7063875,55768.7106806
55768.853854,55768.8581484
55769.6526388,55769.6569332
55769.785787,55769.7900813
55769.9188888,55769.9231832
55770.0922107,55770.096505
55770.3706468,55770.3749413
55770.624641,55770.6289354
55771.7824421,55771.7867365
55773.2832529,55773.2989242
55773.3997451,55773.4158572
55774.9871759,55774.9914702
55775.6464814,55775.6507758
55775.7804281,55775.7847224
55775.9137499,55775.9180443
55776.5133099,55776.5176046
55776.7797914,55776.7840861
55777.1003588,55777.1046532
55778.0979983,55778.1022927
55778.9111002,55778.9153945
55779.0966209,55779.1009153
55779.3717713,55779.3760656
55779.4163894,55779.4184849
55779.8432298,55779.8475241
55780.3691324,55780.3734267
55781.4933802,55781.4976745
55781.6406254,55781.6449201
55782.0906253,55782.0949201
55782.3682065,55782.3724996
55782.9050353,55782.9093297
55783.3708917,55783.375186
55783.9032528,55783.9075475
55784.0864357,55784.0907301
55784.3489242,55784.3532186
55784.901505,55784.9057997
55785.0842946,55785.088589
55785.3470376,55785.3513319
55785.8995142,55785.903809
55786.150695,55786.1549893
55787.0105791,55787.0148738
55787.6960883,55787.700383
55787.8291902,55787.8334849
55788.2949079,55788.2992023
55788.427975,55788.4322697
55788.7606605,55788.7649549
55788.8937157,55788.8980101
55789.6038085,55789.6051976
55789.6506487,55789.6564479
55790.0040398,55790.0083341
55790.2855909,55790.2898853
55790.6901279,55790.6944223
55790.8231835,55790.8274778
55791.2774309,55791.2833097
55794.6155446,55794.619839
55795.7872113,55795.787339
55795.9476972,55795.9519915
55796.6505569,55796.6659156
55797.5836002,55797.5837278
55797.6490639,55797.6644226
55797.9425005,55797.9467949
55798.8735768,55798.8778712
55799.6719679,55799.6762627
55800.4703246,55800.474619
55801.3544565,55801.3602556
55801.3743647,55801.3757537
55801.6678939,55801.6721886
55802.5993061,55802.6036004
55803.5815525,55803.5858345
55803.7308572,55803.7351515
55804.5961465,55804.6004408
55804.7292598,55804.7335541
55805.7940404,55805.7983348
55805.9271308,55805.9314251
55806.6991215,55806.6992492
55807.1246886,55807.1289829
55808.9723144,55808.97441
55813.885036,55813.8911244
55816.196321,55816.2116911
55816.278346,55816.2941553
55816.3272002,55816.3431149
55816.4114363,55816.4272474
55824.4598631,55824.4752451
55824.5929302,55824.6083122
55825.0314941,55825.0359507
55825.8809386,55825.8853951
55827.0878945,55827.0923511
55827.9682304,55827.9727333
55828.0858923,55828.0903488
55828.3852335,55828.4006155
55830.1645845,55830.1690411
55830.8291678,55830.8336707
55842.4345851,55842.4403842
55842.4544929,55842.4558816
55843.5804532,55843.5862524
55843.6090415,55843.6104305
55846.6640066,55846.6653957
55846.696321,55846.7021202
55850.3151291,55850.3209283
55850.3347711,55850.3417157
55863.8339129,55863.8401867
55864.6167502,55864.6226301
55866.6124561,55866.6185793
55866.7420046,55866.7478849
55868.2022013,55868.208556
55870.8305465,55870.8344934
55876.7286365,55876.7318316
55877.8267731,55877.8331278
55882.8749446,55882.8812182
55885.868278,55885.8745516
55886.7241457,55886.728093
55891.04204,55891.0459873
55893.4424682,55893.4464155
55893.6378969,55893.6379082
55894.6782437,55894.6840429
55894.6978851,55894.7048296
55895.0073065,55895.0115889
55896.9800958,55896.980113
55897.1354426,55897.1447144
55897.8909176,55897.8923063
55897.9122715,55897.9180707
55902.218313,55902.2237651
55902.4178255,55902.4232777
55902.6173641,55902.6228159
55903.3221674,55903.3222951
55903.4819937,55903.4874455
55904.2801185,55904.2855707
55904.4131381,55904.4185903
55904.5461489,55904.5516007
55905.3442622,55905.349714
55905.6781163,55905.6835684
55906.3419126,55906.3473647
55906.4749334,55906.4803855
55906.8740074,55906.8794596
55907.4726304,55907.4780822
55908.3371904,55908.3426425
55908.4702693,55908.475721
55909.0022715,55909.0077233
55909.1745167,55909.1799688
55909.5343548,55909.5398066
55909.6673641,55909.6728159
55910.0088222,55910.0147011
55910.3324915,55910.3379433
55910.7992261,55910.8031736
55911.0653619,55911.0693092
55911.2582785,55911.2637303
55911.8905363,55911.8951658
55912.2558941,55912.2613459
55912.3942389,55912.399691
55912.5272482,55912.5327003
55912.8597945,55912.8652466
55912.9927922,55912.998244
55913.1869704,55913.1924225
55913.3865074,55913.3919596
55913.5248293,55913.5302814
55913.6578385,55913.6632907
55913.8520285,55913.8574803
55914.3894229,55914.3948736
55914.6554311,55914.6608829
55914.795166,55914.8056983
55914.8192508,55914.8283255
55914.9879545,55914.9934062
55915.1821441,55915.1875962
55915.3816582,55915.3871099
55916.3180471,55916.3234988
55916.4510445,55916.4564966
55917.3155815,55917.3210336
55917.4485678,55917.4540196
55917.5696081,55917.573787
55917.7145863,55917.7200381
55917.9140885,55917.9195407
55918.2412645,55918.2467166
55918.3796093,55918.3850614
55919.0343671,55919.0345869
55920.308094,55920.3135458
55920.4411017,55920.4465539
55921.3722374,55921.3776891
55921.9351888,55921.9479324
55922.5983833,55922.6111269
55923.3672144,55923.3726661
55923.5066126,55923.522145
55923.77277,55923.7883024
55924.3646911,55924.3701432
55924.8754088,55924.8808606
55925.2957211,55925.3011732
55925.4287766,55925.4342287
55925.8729088,55925.8783594
55926.1994133,55926.204865
55926.3597144,55926.3651661
55926.6257084,55926.6311602
55926.79836,55926.7984876
55927.1305014,55927.1359532
55927.2908022,55927.2962543
55927.6232559,55927.628708
55928.2882211,55928.2936732
55928.421404,55928.4268558
55928.9189851,55928.9317291
55929.2859988,55929.291451
55929.4188925,55929.4243443
55930.2172144,55930.2226662
55932.2130822,55932.2185343
55932.3461725,55932.3516247
55932.4793207,55932.4847724
55932.7445985,55932.7506754
55933.206184,55933.2116362
55934.2555359,55934.260988
55934.4046563,55934.4101084
55934.7156633,55934.7211154
55935.3425266,55935.3479787
55935.4757329,55935.4811847
55935.6350507,55935.6505716
55935.7509759,55935.7669373
55935.7686966,55935.7847612
55935.8841588,55935.9001202
55936.1365417,55936.1419936
55936.275154,55936.2806062
55936.4083718,55936.4138236
55936.5415997,55936.5470513
55936.6655244,55936.6656521
55937.0175614,55937.0176891
55937.4023299,55937.4077821
55937.7331403,55937.737435
55937.9860336,55937.9914854
55938.1858588,55938.1913106
55938.3350266,55938.3404787
55938.4736148,55938.4790665
55938.6168207,55938.6222713
55938.8010451,55938.8091595
55939.0798533,55939.085305
55939.2062303,55939.2116824
55939.3394133,55939.3448654
55939.9367744,55939.9410687
55941.6047488,55941.6174928
55942.1407566,55942.1459649
55945.5305249,55945.5359771
55945.5841594,55945.5881063
55946.1990897,55946.2030371
55947.6446803,55947.646069
55947.6593212,55947.6651204
55947.794287,55947.802076
55948.7351781,55948.7367983
55950.8557103,55950.8586038
55951.1229211,55951.1229383
55951.2753746,55951.2846459
55952.1310805,55952.1438245
55958.2319835,55958.2374352
55958.3649927,55958.3704445
55959.2295064,55959.2349585
55959.3625042,55959.367956
55959.5592864,55959.5647385
55959.9812542,55959.9928404
55960.2270297,55960.2324815
55960.3600272,55960.3654793
55960.5562079,55960.5616585
55962.222076,55962.2275278
55962.355062,55962.3605141
55965.5623895,55965.5729219
55965.6172149,55965.6262893
55965.6554671,55965.6594145
55967.2498062,55967.2537533
55968.5012321,55968.5055141
55968.5674346,55968.5790211
55969.3135112,55969.3174582
55972.5299694,55972.5401667
55973.8802366,55973.8806993
55975.4019253,55975.4133496
55976.0125747,55976.0169726
55979.3412899,55979.3431415
55981.3233268,55981.3292067
55982.0044843,55982.0110815
55982.2687779,55982.2803644
55982.5336738,55982.5464178
55982.8587551,55982.8589863
55984.7225051,55984.7227941
55985.6050164,55985.6089637
55990.3139168,55990.319797
55990.4367527,55990.4406996
55990.7153175,55990.7269037
55993.6243916,55993.6291718
55993.6909194,55993.6957
55993.8194493,55993.8236396
55993.8441482,55993.8489289
55995.4190675,55995.4306537
55995.834079,55995.8445311
55996.2190212,55996.2238018
55996.5428056,55996.5475863
56003.0167299,56003.0283164
56004.3456421,56004.3519157
56004.7439406,56004.7498209
56007.6727021,56007.6863703
56011.7799477,56011.7936172
56015.2395781,56015.239666
56016.0993814,56016.1008856
56021.0898551,56021.0938024
56027.3700517,56027.375932
56028.139878,56028.1444039
56029.7669622,56029.766976
56031.5636522,56031.5636727
56031.6696124,56031.6741386
56032.4898096,56032.4901568
56032.5598211,56032.5598512
56032.6929577,56032.6929634
56034.8972399,56034.8972538
56035.944264,56035.9489044
56042.0655501,56042.07143
56044.5058865,56044.5164189
56044.5299712,56044.539046
56044.705088,56044.7156085
56044.7051449,56044.7142197
56046.915712,56046.9261641
56052.5721935,56052.5780737
56067.1181202,56067.128537
56067.1962915,56067.2055629
56070.4757359,56070.4816159
56080.5146256,56080.5146484
56083.5666276,56083.5705749
56087.0203314,56087.0242773
56087.6205281,56087.6303206
56087.6992781,56087.7090706
56087.8324262,56087.8422171
56088.4228777,56088.4326698
56088.4893129,56088.499105
56099.685204,56099.6913506
56100.1621377,56100.1727279
56100.9004703,56100.9044176
56106.6660029,56106.6718832
56107.1515703,56107.1558647
56107.5513733,56107.555668
56107.9458411,56107.9501354
56108.1285726,56108.1328669
56108.4135148,56108.4178091
56108.9451003,56108.9505521
56109.1258641,56109.1301588
56109.4102741,56109.4145684
56110.4478433,56110.4521377
56111.8720563,56111.8775084
56112.0041386,56112.0084329
56112.187473,56112.1917677
56112.9346489,56112.9389436
56113.0711767,56113.0754714
56113.3291745,56113.3334688
56114.9300529,56114.9343473
56115.1097648,56115.1140592
56115.9274267,56115.9317214
56116.0627278,56116.0670221
56117.5606445,56117.5665244
56117.8554245,56117.8597192
56119.8500078,56119.8543025
56119.9824385,56119.9867329
56120.257207,56120.2732027
56120.3398574,56120.355308
56120.7142889,56120.7185821
56120.8213737,56120.8215014
56121.1748459,56121.1791403
56121.9110033,56121.9152977
56122.0457485,56122.0500429
56122.8417093,56122.8460036
56124.8355748,56124.8398696
56129.6227163,56129.6270107
56129.7551582,56129.7594529
56129.8881096,56129.8924044
56130.0216052,56130.0258995
56130.9517785,56130.9560733
56132.145633,56132.1515129
56132.3478552,56132.3521496
56132.5214545,56132.5257476
56132.6807719,56132.6850662
56132.8137348,56132.8180292
56133.1418838,56133.148828
56133.1813619,56133.1883188
56133.6779695,56133.6822629
56133.8109222,56133.8152166
56133.9438619,56133.9481566
56134.5158063,56134.520101
56134.6751119,56134.6794066
56134.8080633,56134.8123577
56135.3398804,56135.3441751
56135.5339663,56135.5382607
56135.6722415,56135.6765362
56136.0711304,56136.0754251
56137.809383,56137.8094758
56137.8659915,56137.8715014
56139.3482936,56139.3483866
56139.3704708,56139.3754018
56142.7811081,56142.7854024
56143.1134807,56143.1177754
56143.7781914,56143.7824861
56144.7088047,56144.7130991
56147.2199158,56147.2242102
56147.4858188,56147.490112
56147.6390362,56147.6433306
56149.4137355,56149.4180298
56157.1692341,56157.1692605
56160.3691403,56160.3692102
56160.3904251,56160.3950669
56169.3648929,56169.3707728
56180.2772428,56180.2831231
56185.8867809,56185.8937252
56185.9442106,56185.9511672
56192.4225902,56192.4226831
56192.4454606,56192.4506231
56197.7086904,56197.7145703
56201.0544776,56201.0567922
56203.2026022,56203.2026951
56203.2579033,56203.2624292
56205.6695582,56205.6716536
56214.2743848,56214.278841
56225.2679853,56225.2772443
56225.4362711,56225.4363007
56227.1193509,56227.121434
56233.8961331,56233.9024992
56234.076573,56234.0766021
56235.05236,56235.0582403
56236.6789342,56236.6829155
56253.1068166,56253.1113305
56255.593194,56255.5945827
56255.6543861,56255.6590275
56257.5450213,56257.5509016
56260.8787844,56260.8801731
56260.9422331,56260.9468749
56262.3957637,56262.395812
56268.0344787,56268.0365738
56269.193842,56269.1992938
56269.5874298,56269.5928819
56269.7738535,56269.7793056
56270.5134368,56270.518889
56270.9107053,56270.9161575
56271.654062,56271.6595138
56271.9075224,56271.912973
56273.0402194,56273.0456712
56276.6391083,56276.6445601
56280.4922331,56280.4976853
56280.6270594,56280.6325116
56280.8294091,56280.8372916
56281.4225805,56281.4280323
56281.9543614,56281.959812
56282.6207631,56282.6262153
56287.4037838,56287.4092356
56287.7577201,56287.7656026
56288.3341783,56288.33963
56288.4670949,56288.4725467
56289.1980905,56289.2035423
56289.3310072,56289.3364589
56289.4640627,56289.4695145
56289.6606946,56289.6661463
56290.2615394,56290.2669915
56290.7974305,56290.8033108
56291.2582638,56291.263716
56291.391169,56291.3966212
56292.1888083,56292.19426
56292.3217246,56292.3271767
56292.6953821,56292.6983915
56295.3122453,56295.3176975
56295.445162,56295.4506141
56295.8344338,56295.834781
56295.8436004,56295.8453365
56296.3090742,56296.314526
56296.4151738,56296.4153015
56297.305845,56297.3112971
56297.8887393,56297.8889243
56297.8916326,56297.8937161
56298.2362038,56298.2416556
56298.3571183,56298.3612971
56299.2277083,56299.2331604
56299.7646646,56299.7701163
56300.3622109,56300.3676626
56300.4956598,56300.5011119
56300.6285416,56300.6339937
56301.1548612,56301.160313
56301.4924423,56301.4978941
56301.9906483,56301.9985308
56303.286609,56303.2920608
56303.4195257,56303.4249774
56304.9002316,56304.9061119
56307.2735186,56307.2789704
56307.4059027,56307.4113549
56307.5393172,56307.5447693
56308.1683571,56308.1753017
56308.4031368,56308.4085886
56308.5360301,56308.5414823
56308.7348498,56308.7403015
56309.0239701,56309.0318641
56309.2669561,56309.2724078
56309.3998612,56309.405313
56311.8942251,56311.9021076
56313.4603945,56313.4624776
56319.4361929,56319.4420728
56319.6687856,56319.673068
56321.7970029,56321.8048854
56326.2219922,56326.2221079
56326.2246077,56326.2257653
56326.8554751,56326.8615291
56329.3502214,56329.3504527
56350.8970385,56350.9134275
56353.5045733,56353.5130113
56353.7040521,56353.7124906
56363.5492836,56363.5553376
56364.2953603,56364.3031269
56364.3199328,56364.32109
56370.8672939,56370.8730808
56371.7337754,56371.7395622
56376.0339602,56376.0340993
56376.0366687,56376.0384048
56382.9554889,56382.9578035
56392.0790063,56392.0849329
56404.6697711,56404.6756513
56408.9434514,56408.9455469
56409.0120974,56409.0141928
56415.0885915,56415.0887301
56415.0912996,56415.0926883
56428.4436841,56428.4543205
56431.0033466,56431.0102571
56434.600825,56434.6029201
56436.5676535,56436.5735338
56441.2326776,56441.2356866
56458.1644369,56458.166983
56462.7317632,56462.7347722
56469.5342523,56469.535641
56469.597249,56469.6018907
56470.5413008,56470.5520647
56470.6048764,56470.6162315
56470.675479,56470.6862428
